playerid,name,position,teamid,teamname,teamabbr,points,pointschange,value,valueid,valuechangeamount,valuechangepercentage,valuechangedirection,status,starts,goals,assists,concedes,cleansheets,saves,pensmissed,redcards,weekpoints,highestvalue,lowestvalue,form,image,starmen,rating
87668,Danilo Pereira,MID,201,FC Porto,FCP,4,0,5.6,0,0.025,0.45045045045045046,d,a,2,0,0,0,0,0,0,0,0,5.6,5.6,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/150118.png,0,0.00000
179521,Dante Rigo,MID,204,PSV,PSV,0,0,5.5,0,0.050,0.9090909090909092,d,i,0,0,0,0,0,0,0,0,0,5.6,5.5,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/387005.png,0,0.00000
108823,Dele Alli,MID,6,Tottenham Hotspur,TOT,0,0,7.3,0,0.050,0.6849315068493151,d,i,0,0,0,0,0,0,0,0,0,7.4,7.3,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/217739.png,0,0.00000
39104,Dembélé. M,MID,6,Tottenham Hotspur,TOT,2,0,5.7,0,0.050,0.8733624454148473,d,a,1,0,0,0,0,0,0,0,0,5.8,5.7,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/2197.png,0,0.00000
88489,Denis Cheryshev,MID,191,Valencia CF,VAL,2,0,6.2,0,0.025,0.40650406504065034,d,a,0,0,0,0,0,0,0,0,0,6.2,6.2,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/145463.png,0,0.00000
218358,Dennis Geiger,MID,1902,TSG 1899 Hoffenheim,TSG,0,0,5.7,0,0.050,0.8771929824561403,d,i,0,0,0,0,0,0,0,0,0,5.8,5.7,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/400421.png,0,0.00000
55340,Diego Perotti,MID,121,Roma,ROM,1,0,6.1,0,0.050,0.8163265306122449,d,i,0,0,0,0,0,0,0,0,0,6.2,6.1,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/59017.png,0,0.00000
94282,Diego Zivulic,MID,2703,Viktoria Plzen,VIK,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
161956,Dimitri Barinov,MID,271,Lokomotiv Moscow,LCM,2,0,5.1,0,0.025,0.4878048780487805,d,a,1,0,0,0,0,0,0,0,0,5.2,5.1,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/289903.png,0,0.00000
185524,Djibril Sow,MID,1963,Young Boys,BSC,4,0,5.4,0,0.025,0.4672897196261683,d,a,2,0,0,0,0,0,0,0,0,5.4,5.4,4,https://secure.cache.images.core.optasports.com/soccer/players/150x150/316548.png,0,0.00000
155096,Dmitri Efremov,MID,1340,CSKA Moscow,CSK,3,0,5.5,0,0.025,0.45871559633027525,d,a,1,0,0,0,0,0,0,0,0,5.5,5.5,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/214919.png,0,0.00000
51208,Dmitriy Tarasov,MID,271,Lokomotiv Moscow,LCM,0,0,5.3,0,0.050,0.9433962264150945,d,a,0,0,0,0,0,0,0,0,0,5.4,5.3,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/5942.png,0,0.00000
180184,Donny van de Beek,MID,215,Ajax,AJA,9,0,5.9,0,0.025,0.425531914893617,d,a,1,1,0,0,0,0,0,0,0,5.9,5.8,9,https://secure.cache.images.core.optasports.com/soccer/players/150x150/319301.png,0,0.00000
57195,Douglas Costa,MID,128,Juventus,JUV,1,0,6.9,0,0.050,0.7220216606498195,d,i,0,0,0,0,0,0,0,0,0,7.0,6.9,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/65287.png,0,0.00000
54917,Dries Mertens,MID,459,Napoli,NAP,2,0,7.3,0,0.025,0.3448275862068966,d,a,0,0,0,0,0,0,0,0,0,7.3,7.3,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/49531.png,0,0.00000
199384,Dusan Jovancic,MID,214,Crvena Zvezda,RSB,1,0,5.2,0,0.050,0.9569377990430623,d,a,0,0,0,0,0,0,0,0,0,5.3,5.2,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/258641.png,0,0.00000
62399,Dusan Tadic,MID,215,Ajax,AJA,10,0,6.5,0,0.050,0.7692307692307693,u,a,2,0,2,0,0,0,0,0,0,6.5,6.4,10,https://secure.cache.images.core.optasports.com/soccer/players/150x150/40709.png,0,0.00000
204573,Dzenis Burnic,MID,157,Borussia Dortmund,BVB,0,0,5.0,0,0.050,1,d,a,0,0,0,0,0,0,0,0,0,5.1,5.0,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/376415.png,0,0.00000
39313,Eliseu,MID,251,Benfica,BEN,0,0,5.7,0,0.050,0.8771929824561403,d,a,0,0,0,0,0,0,0,0,0,5.8,5.7,0,https://secure.cache.images.core.optasports.com/soccer/players/150x150/.png,0,0.00000
168685,Emre Akbaba,MID,208,Galatasaray,GAL,11,0,5.5,0,0.050,0.9090909090909092,d,a,1,0,3,0,0,0,0,0,0,5.6,5.4,11,https://secure.cache.images.core.optasports.com/soccer/players/150x150/307354.png,0,0.00000
112338,Emre Can,MID,128,Juventus,JUV,2,0,6.0,0,0.025,0.42016806722689076,d,a,0,0,0,0,0,0,0,0,0,6.0,6.0,2,https://secure.cache.images.core.optasports.com/soccer/players/150x150/159872.png,0,0.00000
93264,Eric Dier,MID,6,Tottenham Hotspur,TOT,3,0,5.7,0,0.025,0.4424778761061947,d,a,1,0,0,0,0,0,0,0,0,5.7,5.7,3,https://secure.cache.images.core.optasports.com/soccer/players/150x150/245831.png,0,0.00000
174290,Erick Gutiérrez,MID,204,PSV,PSV,1,0,5.4,0,0.050,0.9216589861751152,d,a,0,0,0,0,0,0,0,0,0,5.5,5.4,1,https://secure.cache.images.core.optasports.com/soccer/players/150x150/315849.png,0,0.00000
62974,Erik Lamela,MID,6,Tottenham Hotspur,TOT,16,0,6.7,0,0.150,2.2388059701492535,u,a,2,1,2,0,0,0,0,0,0,6.7,6.5,16,https://secure.cache.images.core.optasports.com/soccer/players/150x150/81992.png,0,0.00000
